block_number,total_supply,timestamp,time
16358046,49619571950226046134861,1673132375,2023-01-07 22:59:35
16365046,49875821975648701925061,1673216783,2023-01-08 22:26:23
16372046,50229888521974029959061,1673301143,2023-01-09 21:52:23
16379046,50909193623414690629696,1673385479,2023-01-10 21:17:59
16386046,52894512477972793465043,1673470079,2023-01-11 20:47:59
16394046,54934221177972793465043,1673566679,2023-01-12 23:37:59
16401046,57872615136144074614797,1673651147,2023-01-13 23:05:47
16408046,58081084972861984224963,1673735495,2023-01-14 22:31:35
16415046,59615468333295919071031,1673820083,2023-01-15 22:01:23
16422046,62732524908253194144778,1673904599,2023-01-16 21:29:59
16429046,63027758311327281041778,1673988923,2023-01-17 20:55:23
16437046,65392886371222154465178,1674085379,2023-01-18 23:42:59
16444046,65868220771222154465178,1674169883,2023-01-19 23:11:23
16451046,68633922285440575663578,1674254255,2023-01-20 22:37:35
16458046,71091413114052734492416,1674338675,2023-01-21 22:04:35
16465046,71748487824484734577206,1674423119,2023-01-22 21:31:59
16472046,73640720748296701262416,1674507527,2023-01-23 20:58:47
16480046,75312034857698771306416,1674604019,2023-01-24 23:46:59
16487046,76159814963385386093276,1674688487,2023-01-25 23:14:47
16494046,77419971824809699439976,1674772931,2023-01-26 22:42:11
16501046,78681495531504092576176,1674857471,2023-01-27 22:11:11
16508046,78894730183216607282476,1674941819,2023-01-28 21:36:59
16515046,80766707299882393127476,1675026311,2023-01-29 21:05:11
16523046,81234097128297099947926,1675122743,2023-01-30 23:52:23
16530046,81401911875585920044832,1675207187,2023-01-31 23:19:47
16537046,82241401942418698080393,1675291667,2023-02-01 22:47:47
16544046,84267826690427546275373,1675376327,2023-02-02 22:18:47
16551046,84554784958309602199313,1675460927,2023-02-03 21:48:47
16558046,84988297311738406964313,1675545407,2023-02-04 21:16:47
16565046,86249840257740174483993,1675629803,2023-02-05 20:43:23
16573046,87133967103925100600045,1675726271,2023-02-06 23:31:11
16580046,87880264537591696339625,1675810895,2023-02-07 23:01:35
16587046,91769701656160347805129,1675895615,2023-02-08 22:33:35
16594046,92538207596570153606629,1675980167,2023-02-09 22:02:47
16601046,93598389851316017860819,1676064539,2023-02-10 21:28:59
16608046,94817024753054354649534,1676148971,2023-02-11 20:56:11
16616046,94961202013431975318874,1676245571,2023-02-12 23:46:11
16623046,95026497885932517630551,1676330051,2023-02-13 23:14:11
16630046,95225709044391638740455,1676414663,2023-02-14 22:44:23
16637046,96002817111769141285455,1676499227,2023-02-15 22:13:47
16644046,96527719376812038139178,1676583731,2023-02-16 21:42:11
16651046,98070831033685481100700,1676668823,2023-02-17 21:20:23
16658046,98685548039102077717800,1676754011,2023-02-18 21:00:11
16666046,99078550403696816501832,1676851091,2023-02-19 23:58:11
16673046,101064861403696816501832,1676935931,2023-02-20 23:32:11
16680046,101230522396636220561832,1677020903,2023-02-21 23:08:23
16687046,102296211185123220561832,1677106175,2023-02-22 22:49:35
16694046,102503627168496490762392,1677191123,2023-02-23 22:25:23
16701046,102924071860321937941292,1677276467,2023-02-24 22:07:47
16708046,103025563666229506961100,1677361523,2023-02-25 21:45:23
16715046,104199197785929933154680,1677446495,2023-02-26 21:21:35
16722046,105394111988272712321341,1677531347,2023-02-27 20:55:47
16730046,106148271217125535281851,1677628499,2023-02-28 23:54:59
16737046,106997132896319837847071,1677713459,2023-03-01 23:30:59
16744046,108677444213434065650719,1677798659,2023-03-02 23:10:59
16751046,108954673213434065650719,1677883847,2023-03-03 22:50:47
16758046,109802226924439151996579,1677968939,2023-03-04 22:28:59
16765046,110017613443739130597581,1678053899,2023-03-05 22:04:59
16772046,112125582985877721677481,1678138967,2023-03-06 21:42:47
16779046,112362800245456764505365,1678223951,2023-03-07 21:19:11
16786046,113129955694635764505365,1678309007,2023-03-08 20:56:47
16794046,113886200183688646846675,1678406207,2023-03-09 23:56:47
16801046,114305172829707615236588,1678491599,2023-03-10 23:39:59
16808046,114507497412163028190588,1678576655,2023-03-11 23:17:35
16815046,114696488912163028190588,1678661675,2023-03-12 22:54:35
16822046,115160247726247981249592,1678746623,2023-03-13 22:30:23
16829046,115554048606247981249592,1678831571,2023-03-14 22:06:11
16836046,116260316636619260593592,1678916699,2023-03-15 21:44:59
16843046,116378063328452908306752,1679001779,2023-03-16 21:22:59
16850046,117145475147790639473615,1679086655,2023-03-17 20:57:35
16858046,118693054353708981792700,1679183759,2023-03-18 23:55:59
16865046,120811165498190470509530,1679268767,2023-03-19 23:32:47
16872046,121617941063113786073530,1679353583,2023-03-20 23:06:23
16879046,122201554268129636528615,1679438567,2023-03-21 22:42:47
16886046,124066379346723630224829,1679523431,2023-03-22 22:17:11
16893046,124267445281091129536329,1679608571,2023-03-23 21:56:11
16900046,124748827558333753813729,1679693483,2023-03-24 21:31:23
16907046,124992517551325680630693,1679778443,2023-03-25 21:07:23
16914046,125715631620605400539113,1679863355,2023-03-26 20:42:35
16922046,125802695454989283929011,1679960495,2023-03-27 23:41:35
16929046,126090322777018016610055,1680045551,2023-03-28 23:19:11
16936046,127378380630669049181101,1680130583,2023-03-29 22:56:23
16943046,127872220734529440092124,1680215495,2023-03-30 22:31:35
16950046,127935275734529440092124,1680300443,2023-03-31 22:07:23
16957046,128114844549135349082824,1680385475,2023-04-01 21:44:35
16964046,128211847725562087972533,1680470699,2023-04-02 21:24:59
16971046,128286508101079971661533,1680555995,2023-04-03 21:06:35
16978046,128454873020387541381233,1680642203,2023-04-04 21:03:23
16985046,128588009388262777205931,1680728099,2023-04-05 20:54:59
16992046,129613102815083777286879,1680814571,2023-04-06 20:56:11
16999046,130069735140695973574199,1680900263,2023-04-07 20:44:23
17007046,130801913003563014574271,1680998099,2023-04-08 23:54:59
17014046,131135743003563014574271,1681083935,2023-04-09 23:45:35
17021046,131464457595923762080310,1681169507,2023-04-10 23:31:47
17028046,131571346567086410803661,1681255247,2023-04-11 23:20:47
17035046,132248650453521298989381,1681341023,2023-04-12 23:10:23
17041046,134846999827131539732535,1681421543,2023-04-13 21:32:23
17048046,137826228571570629805594,1681507907,2023-04-14 21:31:47
17055046,138469055197876046765424,1681594079,2023-04-15 21:27:59
17062046,140842166290128495775826,1681679939,2023-04-16 21:18:59
17069046,146777256499368773521909,1681765619,2023-04-17 21:06:59
17076046,148499627333407929357209,1681851215,2023-04-18 20:53:35
17084046,150807502325662010221875,1681948787,2023-04-19 23:59:47
17091046,152009445232525623769955,1682034863,2023-04-20 23:54:23
17098046,154863451947280865945702,1682120063,2023-04-21 23:34:23
17099046,154899911947280865945702,1682132183,2023-04-22 02:56:23
